filename,mode,class,pred_class,max_proba,entropy
IMG_20180213_172454.jpg,train,0,0,0.86885273,0.44905072
IMG_20180213_175318.jpg,train,4,5,0.9491825,0.2423144
IMG_20180213_175240.jpg,train,5,5,0.7781741,0.6060245
IMG_20180213_173024.jpg,train,1,2,0.54025435,0.7736644
IMG_20180213_172719.jpg,train,3,3,0.99501985,0.039388772
IMG_20180213_175415.jpg,train,5,5,0.9820741,0.10712062
IMG_20180213_173213.jpg,train,1,1,0.97013533,0.16669764
IMG_20180213_174946.jpg,train,4,4,0.9753916,0.14308475
IMG_20180213_174918.jpg,train,0,0,0.89359146,0.46153954
IMG_20180213_175759.jpg,train,0,0,0.9565181,0.23557347
IMG_20180213_172512.jpg,train,0,0,0.9332658,0.33414873
IMG_20180213_175738.jpg,train,2,2,0.9941519,0.04508559
IMG_20180213_175957.jpg,train,0,0,0.98639315,0.088683724
IMG_20180213_174951.jpg,train,0,0,0.53595155,1.0233085
IMG_20180213_173037.jpg,train,1,1,0.94978875,0.22802134
IMG_20180213_175658.jpg,train,2,2,0.9716321,0.15817638
IMG_20180213_173028.jpg,train,1,1,0.9730705,0.1415363
IMG_20180213_175938.jpg,train,2,2,0.9803125,0.121546015
IMG_20180213_175458.jpg,train,0,0,0.958948,0.22474852
IMG_20180213_172525.jpg,train,0,0,0.8991763,0.46699095
IMG_20180213_172653.jpg,train,3,3,0.99501985,0.039388772
IMG_20180213_175655.jpg,train,2,2,0.9804825,0.12249932
IMG_20180213_180027.jpg,train,5,5,0.8950755,0.3834439
IMG_20180213_175250.jpg,train,0,0,0.9678977,0.17368776
IMG_20180213_175243.jpg,train,0,0,0.84911805,0.6136114
IMG_20180213_172731.jpg,train,3,3,0.99501985,0.039388772
IMG_20180213_175420.jpg,train,5,0,0.66503,0.6673702
IMG_20180213_175646.jpg,train,2,2,0.9948472,0.04056854
IMG_20180213_175343.jpg,train,5,5,0.9790046,0.1260314
IMG_20180213_175558.jpg,train,4,4,0.70461243,0.8238352
IMG_20180213_175510.jpg,train,4,4,0.9839356,0.09890049
IMG_20180213_173812.jpg,train,1,1,0.9815028,0.11747587
IMG_20180213_174635.jpg,train,2,2,0.99501973,0.03938889
IMG_20180213_180017.jpg,train,0,0,0.7636485,0.7322298
IMG_20180213_172519.jpg,train,0,0,0.7550536,0.88705015
IMG_20180213_175027.jpg,train,4,4,0.9681351,0.18296635
IMG_20180213_175019.jpg,train,0,0,0.79999584,0.72963345
IMG_20180213_172433.jpg,train,0,0,0.9061034,0.37957436
IMG_20180213_180044.jpg,train,2,2,0.9664784,0.17734459
IMG_20180213_175716.jpg,train,2,2,0.992372,0.05596874
IMG_20180213_174312.jpg,train,2,2,0.9818663,0.10576568
IMG_20180213_173043.jpg,train,1,1,0.8550634,0.52118003
IMG_20180213_175252.jpg,train,4,4,0.7445274,0.747283
IMG_20180213_174730.jpg,train,2,2,0.9950162,0.03941325
IMG_20180213_175649.jpg,train,2,2,0.99501973,0.03938889
IMG_20180213_175629.jpg,train,4,4,0.5934101,0.96330976
IMG_20180213_175935.jpg,train,2,2,0.99306256,0.051954314
IMG_20180213_175954.jpg,train,0,0,0.84463185,0.4883414
IMG_20180213_175442.jpg,train,0,0,0.9558584,0.2259859
IMG_20180213_175126.jpg,train,4,4,0.9054137,0.39656526
IMG_20180213_173204.jpg,train,1,1,0.96519226,0.18847226
IMG_20180213_173658.jpg,train,1,1,0.9933019,0.05025846
IMG_20180213_173736.jpg,train,5,5,0.9741339,0.13838473
IMG_20180213_175600.jpg,train,4,4,0.96112555,0.20190698
IMG_20180213_175618.jpg,train,4,4,0.9838223,0.10279797
IMG_20180213_173836.jpg,train,2,2,0.995018,0.039401058
IMG_20180213_173021.jpg,train,1,1,0.8046275,0.6012327
IMG_20180213_175856.jpg,train,5,5,0.51099944,1.349398
IMG_20180213_172517.jpg,train,0,0,0.826018,0.62170434
IMG_20180213_175418.jpg,train,5,5,0.96808904,0.17001824
IMG_20180213_174137.jpg,train,2,2,0.99501795,0.039401494
IMG_20180213_175236.jpg,train,5,5,0.9149844,0.39620572
IMG_20180213_172620.jpg,train,3,3,0.99501985,0.039388772
IMG_20180213_175906.jpg,train,5,5,0.7918109,0.74521816
IMG_20180213_175325.jpg,train,4,5,0.77589,0.74257386
IMG_20180213_175615.jpg,train,4,4,0.95240337,0.23584399
IMG_20180213_172742.jpg,train,0,0,0.9944856,0.042959243
IMG_20180213_180010.jpg,train,0,0,0.9847534,0.09814377
IMG_20180213_173050.jpg,train,1,1,0.8487289,0.45983177
IMG_20180213_173648.jpg,train,1,1,0.9584495,0.2228047
IMG_20180213_172533.jpg,train,3,3,0.9950136,0.03943224
IMG_20180213_172953.jpg,train,2,2,0.9945744,0.042379413
IMG_20180213_175042.jpg,train,4,4,0.8700057,0.5022743
IMG_20180213_172848.jpg,valid,0,0,0.28667158,1.5761093
IMG_20180213_173007.jpg,valid,2,2,0.98513484,0.09816701
IMG_20180213_172603.jpg,valid,3,3,0.99501985,0.039388772
IMG_20180213_173650.jpg,valid,1,1,0.95835805,0.22937739
IMG_20180213_174940.jpg,valid,4,4,0.7850982,0.7951362
IMG_20180213_172527.jpg,valid,0,2,0.8221567,0.64233285
IMG_20180213_175304.jpg,valid,4,0,0.949288,0.25155595
IMG_20180213_173711.jpg,valid,1,1,0.8843134,0.4470573
IMG_20180213_172926.jpg,valid,5,5,0.7323687,0.7331329
IMG_20180213_175102.jpg,valid,4,4,0.51520425,0.9285172
IMG_20180213_175707.jpg,valid,2,2,0.9898282,0.06912447
IMG_20180213_172947.jpg,valid,5,5,0.82012886,0.71906877
IMG_20180213_180105.jpg,valid,0,0,0.8861839,0.46298838
IMG_20180213_175309.jpg,valid,4,5,0.66259474,0.74618423
IMG_20180213_172728.jpg,valid,3,3,0.9934624,0.04930661
IMG_20180213_173843.jpg,valid,2,2,0.9950182,0.039400082
IMG_20180213_173721.jpg,valid,2,2,0.9482191,0.23564616
IMG_20180213_175014.jpg,valid,0,4,0.6464563,1.0012754
IMG_20180213_172905.jpg,valid,5,5,0.83372504,0.536824
IMG_20180213_173011.jpg,valid,1,2,0.646278,0.7989114
IMG_20180213_173709.jpg,valid,1,1,0.4395634,1.0940493
IMG_20180213_175423.jpg,valid,5,5,0.66022563,0.7006346
IMG_20180213_172802.jpg,valid,0,0,0.98567486,0.0953998
IMG_20180213_175852.jpg,valid,0,0,0.9554227,0.23483238
IMG_20180213_173714.jpg,valid,1,1,0.8999013,0.44729897
IMG_20180213_175435.jpg,valid,5,5,0.6507631,0.8850825
IMG_20180213_172510.jpg,valid,0,0,0.9754935,0.14646469
IMG_20180213_174912.jpg,valid,0,0,0.90518,0.42993435
IMG_20180213_172811.jpg,valid,0,0,0.8891955,0.4288971
IMG_20180213_175002.jpg,valid,0,5,0.65033,0.9630696
IMG_20180213_173758.jpg,valid,1,1,0.8851682,0.50419897
IMG_20180213_173833.jpg,valid,2,2,0.978717,0.122703046
IMG_20180213_175323.jpg,valid,4,4,0.8049541,0.57629824
IMG_20180213_172635.jpg,valid,3,3,0.99501985,0.039388772
IMG_20180213_172522.jpg,valid,0,0,0.59034455,1.0744089
IMG_20180213_173838.jpg,valid,2,2,0.99466836,0.04176193
IMG_20180213_175722.jpg,valid,2,2,0.91323185,0.34951314
IMG_20180213_175154.jpg,valid,4,4,0.92251986,0.35419104
IMG_20180213_175710.jpg,valid,2,2,0.9823888,0.10934448
IMG_20180213_175022.jpg,valid,0,4,0.7429554,0.81801164
